,SPY:Volume,SPY:Price,NAS:Volume,NAS:Price,DAX:Volume,DAX:Price,NIK:Volume,NIK:Price,GLF:Price,GLF:Volume,OLF:Price,OLF:Volume
2010-01-04,3991400000.0,1132.98999,1931380000.0,2308.419922,24260800.0,6048.299805,104400.0,10654.790039,1118.3,64594.0,81.51,263542.0
2010-01-05,2491020000.0,1136.52002,2367860000.0,2308.709961,27329600.0,6031.859863,166200.0,10681.830078,,,81.77,258887.0
2010-01-06,4972660000.0,1137.140015,2253340000.0,2301.090088,24605300.0,6034.330078,181800.0,10731.450195,1136.5,156414.0,83.18,370059.0
2010-01-07,5270680000.0,1141.689941,2270050000.0,2300.050049,30059600.0,6019.359863,182600.0,10681.660156,1133.7,176903.0,82.66,246632.0
2010-01-08,4389590000.0,1144.97998,2145390000.0,2317.169922,31735200.0,6037.609863,211800.0,10798.320312,1138.9,121150.0,82.75,310377.0
2010-01-11,4255780000.0,1146.97998,2077890000.0,2312.409912,27162500.0,6040.5,,,1151.4,212621.0,82.52,296304.0
2010-01-12,4716160000.0,1136.219971,2368320000.0,2282.310059,35242500.0,5943.0,192800.0,10879.139648,1129.4,173768.0,80.79,333866.0
2010-01-13,4170360000.0,1145.680054,2318350000.0,2307.899902,30161300.0,5963.140137,250000.0,10735.030273,1136.8,233123.0,79.65,401627.0
2010-01-14,3915200000.0,1148.459961,2254170000.0,2316.73999,33479000.0,5988.879883,267400.0,10907.679688,1143.0,217628.0,79.39,401627.0
2010-01-15,4758730000.0,1136.030029,2637770000.0,2287.98999,46886700.0,5875.970215,253000.0,10982.099609,1130.5,165713.0,78.0,200555.0
2010-01-19,4724830000.0,1150.22998,2045290000.0,2320.399902,29504500.0,5976.47998,174600.0,10764.900391,1140.0,144699.0,79.02,186882.0
2010-01-20,4810560000.0,1138.040039,2351890000.0,2291.25,32339400.0,5851.529785,146400.0,10737.519531,1112.6,188027.0,77.62,186882.0
2010-01-21,6874289600.0,1116.47998,2877800000.0,2265.699951,39063300.0,5746.970215,176800.0,10868.410156,1103.2,232575.0,76.08,327417.0
2010-01-22,6208650000.0,1091.76001,2817620000.0,2205.290039,47739600.0,5695.319824,187400.0,10590.549805,1089.7,271810.0,74.54,348819.0
2010-01-25,4481390000.0,1096.780029,2134350000.0,2210.800049,33562000.0,5631.370117,139800.0,10512.69043,1095.7,214203.0,75.26,280559.0
2010-01-26,4731910000.0,1092.170044,2361260000.0,2203.72998,42243000.0,5668.930176,175400.0,10325.280273,1098.3,155359.0,74.71,256207.0
2010-01-27,5319120000.0,1097.5,2492880000.0,2221.409912,38209400.0,5643.200195,139400.0,10252.080078,1084.5,230154.0,73.67,356179.0
2010-01-28,5452400000.0,1084.530029,2829640000.0,2179.0,44525700.0,5540.330078,168000.0,10414.290039,1083.6,206694.0,73.64,292911.0
2010-01-29,5412850000.0,1073.869995,3090580000.0,2147.350098,41892900.0,5608.790039,156800.0,10198.040039,1083.0,101168.0,72.89,335270.0
2010-02-01,4077610000.0,1089.189941,2234140000.0,2171.199951,30622000.0,5654.47998,162000.0,10205.019531,1104.3,11456.0,74.43,277411.0
2010-02-02,4749540000.0,1103.319946,2468470000.0,2190.060059,31530300.0,5709.660156,142000.0,10371.089844,1117.4,2452.0,77.23,366269.0
2010-02-03,4285450000.0,1097.280029,2303350000.0,2190.909912,35285100.0,5672.089844,154200.0,10404.330078,1111.4,3326.0,76.98,391294.0
2010-02-04,5859690000.0,1063.109985,2801390000.0,2125.429932,43787300.0,5533.240234,164600.0,10355.980469,1062.4,853.0,73.14,523892.0
2010-02-05,6438900000.0,1066.189941,2811100000.0,2141.120117,56173500.0,5434.339844,172000.0,10057.089844,1052.2,1426.0,71.19,596142.0
2010-02-08,4089820000.0,1056.73999,2036280000.0,2126.050049,34475500.0,5484.850098,137400.0,9951.820312,1065.7,1956.0,71.89,345638.0
2010-02-09,5114260000.0,1070.52002,2296420000.0,2150.870117,34406000.0,5498.259766,135000.0,9932.900391,1076.7,549.0,73.75,429845.0
2010-02-10,4251450000.0,1068.130005,2059940000.0,2147.870117,33831200.0,5536.370117,127000.0,9963.990234,1075.8,387.0,74.52,422057.0
2010-02-11,4400870000.0,1078.469971,2141260000.0,2177.409912,32636900.0,5503.930176,,,1094.2,640.0,75.28,422057.0
2010-02-12,4160680000.0,1075.51001,2236180000.0,2183.530029,30096300.0,5500.390137,136000.0,10092.19043,1089.5,1491.0,74.13,335805.0
2010-02-16,4080770000.0,1094.869995,2072850000.0,2214.189941,27671800.0,5592.120117,87000.0,10034.25,1119.3,197.0,77.01,365032.0
2010-02-17,4259230000.0,1099.51001,2103530000.0,2226.290039,32105200.0,5648.339844,127200.0,10306.830078,1119.5,928.0,77.33,283816.0
2010-02-18,3878620000.0,1106.75,2076820000.0,2241.709961,34666100.0,5680.410156,111800.0,10335.69043,1118.0,1083.0,79.06,274169.0
2010-02-19,3944280000.0,1109.170044,2166660000.0,2243.870117,37978900.0,5722.049805,129400.0,10123.580078,1121.3,989.0,79.81,183234.0
2010-02-22,3814440000.0,1108.01001,1976290000.0,2242.030029,23709800.0,5688.439941,115400.0,10400.469727,1112.6,137.0,80.16,183234.0
2010-02-23,4521050000.0,1094.599976,2310910000.0,2213.439941,33399600.0,5604.069824,121400.0,10352.099609,,,78.86,316878.0
2010-02-24,4168360000.0,1105.23999,2155810000.0,2235.899902,30482300.0,5615.509766,125200.0,10198.830078,1096.5,152.0,80.0,289321.0
2010-02-25,4521130000.0,1102.939941,2300530000.0,2234.219971,38160100.0,5532.330078,128200.0,10101.959961,1108.5,176130.0,78.17,346025.0
2010-02-26,3945190000.0,1104.48999,2283430000.0,2238.26001,32942100.0,5598.459961,113200.0,10126.030273,1118.9,206758.0,79.66,319038.0
2010-03-01,3847640000.0,1115.709961,2504940000.0,2273.570068,28803000.0,5713.509766,108400.0,10172.05957,1118.3,129613.0,78.7,298718.0
2010-03-02,4134680000.0,1118.310059,2831870000.0,2280.790039,28856200.0,5776.560059,104000.0,10221.839844,1137.4,124679.0,79.68,301698.0
2010-03-03,3951320000.0,1118.790039,2603510000.0,2280.679932,29965900.0,5817.879883,120600.0,10253.139648,1143.3,193281.0,80.87,306910.0
2010-03-04,3945010000.0,1122.969971,2186020000.0,2292.310059,27443200.0,5795.319824,126400.0,10145.719727,1133.1,159134.0,80.21,278889.0
2010-03-05,4133000000.0,1138.699951,2411880000.0,2326.350098,31100200.0,5877.359863,129800.0,10368.959961,1135.2,154142.0,81.5,299634.0
2010-03-08,3774680000.0,1138.5,2312310000.0,2332.209961,25009000.0,5875.910156,140600.0,10585.919922,1124.0,150034.0,81.87,295351.0
2010-03-09,5185570000.0,1140.449951,2620360000.0,2340.679932,24946200.0,5885.890137,110000.0,10567.650391,1122.3,140539.0,81.49,332133.0
2010-03-10,5469120000.0,1145.609985,2554740000.0,2358.949951,27233400.0,5936.720215,104800.0,10563.919922,1108.1,153991.0,82.09,430148.0
2010-03-11,4669060000.0,1150.23999,2256790000.0,2368.459961,26188100.0,5928.629883,123800.0,10664.950195,1108.2,201367.0,82.11,279161.0
2010-03-12,4928160000.0,1149.98999,2098780000.0,2367.659912,32115200.0,5945.109863,206600.0,10751.259766,1101.7,136646.0,81.24,337201.0
2010-03-15,4164110000.0,1150.51001,1956170000.0,2362.209961,22773300.0,5903.560059,130600.0,10751.980469,1105.4,159858.0,79.8,283135.0
2010-03-16,4369770000.0,1159.459961,2201880000.0,2378.01001,26636800.0,5970.990234,106600.0,10721.709961,1122.5,130831.0,81.7,290180.0
2010-03-17,4963200000.0,1166.209961,2281410000.0,2389.090088,33973300.0,6024.279785,137600.0,10846.980469,1124.2,141796.0,82.93,275205.0
2010-03-18,4234510000.0,1165.829956,2173060000.0,2391.280029,29637800.0,6012.310059,130200.0,10744.030273,1127.5,130316.0,82.2,208343.0
2010-03-19,5212410000.0,1159.900024,3055760000.0,2374.409912,90135600.0,5982.430176,116200.0,10824.719727,1107.6,123991.0,80.68,150682.0
2010-03-22,4261680000.0,1165.810059,2448130000.0,2395.399902,28205900.0,5987.5,,,1099.5,176491.0,81.25,150682.0
2010-03-23,4411640000.0,1174.170044,2465230000.0,2415.23999,29921800.0,6017.27002,112400.0,10774.150391,1103.7,159063.0,81.91,261873.0
2010-03-24,4705750000.0,1167.719971,2436100000.0,2398.76001,33523800.0,6039.0,125400.0,10815.030273,1088.8,146151.0,80.61,307763.0
2010-03-25,5668900000.0,1165.72998,2704870000.0,2397.409912,36091500.0,6132.950195,123600.0,10828.849609,1092.9,178057.0,80.53,296271.0
2010-03-26,4708420000.0,1166.589966,2367930000.0,2395.129883,34200900.0,6120.049805,142200.0,10996.370117,1104.3,159336.0,80.0,324607.0
2010-03-29,4375580000.0,1173.219971,1967850000.0,2404.360107,25749600.0,6156.850098,0.0,10986.469727,1110.3,177735.0,82.17,311042.0
2010-03-30,4085000000.0,1173.27002,2147270000.0,2410.689941,31262900.0,6142.450195,153600.0,11097.139648,1104.5,158733.0,82.37,244435.0
2010-03-31,4484340000.0,1169.430054,2368690000.0,2397.959961,34364600.0,6153.549805,0.0,11089.94043,1113.3,56533.0,83.76,244435.0
2010-04-01,4006870000.0,1178.099976,2340270000.0,2402.580078,29546500.0,6235.560059,0.0,11244.400391,1125.1,5950.0,84.87,3536.0
2010-04-05,3881620000.0,1187.439941,2130340000.0,2429.530029,0.0,6235.560059,118000.0,11339.299805,1132.9,0.0,86.62,244106.0
2010-04-06,4086180000.0,1189.439941,2220390000.0,2436.810059,29445700.0,6252.209961,138000.0,11282.320312,1135.1,567.0,86.84,290480.0
2010-04-07,5101430000.0,1182.449951,2984850000.0,2431.159912,28689600.0,6222.410156,167400.0,11292.830078,1152.3,2490.0,85.88,379528.0
2010-04-08,4726970000.0,1186.439941,2428900000.0,2436.810059,30684300.0,6171.830078,130200.0,11168.200195,1152.2,1342.0,85.39,389596.0
2010-04-09,4511570000.0,1194.369995,2215530000.0,2454.050049,30543800.0,6249.700195,148400.0,11204.339844,1161.1,254.0,84.92,442943.0
2010-04-12,4607090000.0,1196.47998,2161650000.0,2457.870117,24311600.0,6250.689941,132400.0,11251.900391,1161.6,505.0,84.34,421904.0
2010-04-13,5403580000.0,1197.300049,2665420000.0,2465.98999,28970000.0,6230.830078,144600.0,11161.230469,1152.8,483.0,84.05,552298.0
2010-04-14,5760040000.0,1210.650024,3143270000.0,2504.860107,33812600.0,6278.399902,139400.0,11204.900391,1159.0,278.0,85.84,425166.0
2010-04-15,5995330000.0,1211.670044,2840660000.0,2515.689941,31402600.0,6291.450195,156800.0,11273.790039,1159.7,162.0,85.51,274095.0
2010-04-16,8108470400.0,1192.130005,2960950000.0,2481.26001,80519400.0,6180.899902,136800.0,11102.179688,1136.3,179.0,83.24,268760.0
2010-04-19,6597740000.0,1197.52002,2223650000.0,2480.110107,38311800.0,6162.439941,133200.0,10908.769531,1135.2,483.0,81.45,122831.0
2010-04-20,5316590000.0,1207.170044,2157100000.0,2500.310059,42345100.0,6264.22998,129600.0,10900.679688,1138.6,145.0,83.45,122831.0
2010-04-21,5724310000.0,1205.939941,2715900000.0,2504.610107,46312400.0,6230.379883,153000.0,11090.049805,1148.2,80.0,83.68,428236.0
2010-04-22,6035780000.0,1208.670044,2800840000.0,2519.070068,61398300.0,6168.720215,144200.0,10949.089844,1142.3,68.0,83.7,433947.0
2010-04-23,5326060000.0,1217.280029,2517010000.0,2530.149902,42665300.0,6259.529785,136800.0,10914.459961,1153.1,213.0,85.12,322550.0
2010-04-26,5647760000.0,1212.050049,2491040000.0,2522.949951,35338000.0,6332.100098,135000.0,11165.790039,1153.5,40.0,84.2,337123.0
2010-04-27,7454540000.0,1183.709961,2864810000.0,2471.469971,56206000.0,6159.509766,143000.0,11212.660156,1161.7,108.0,82.44,462842.0
2010-04-28,6342310000.0,1191.359985,2755190000.0,2471.72998,77665900.0,6084.339844,179400.0,10924.790039,1171.3,213.0,83.22,400695.0
2010-04-29,6059410000.0,1206.780029,3069640000.0,2511.919922,64846600.0,6144.910156,,,1168.8,167705.0,85.17,393689.0
2010-04-30,6048260000.0,1186.689941,2841130000.0,2461.189941,68821500.0,6135.700195,156800.0,11057.400391,1180.7,109655.0,86.15,392139.0
2010-05-03,4938050000.0,1202.26001,2398370000.0,2498.73999,30275500.0,6166.919922,,,1183.3,120949.0,86.19,324726.0
2010-05-04,6594720000.0,1173.599976,3052590000.0,2424.25,62448200.0,6006.859863,,,1169.2,87366.0,82.74,497427.0
2010-05-05,6795940000.0,1165.869995,3041480000.0,2402.290039,73549600.0,5958.450195,,,1175.0,190145.0,79.97,512285.0
2010-05-06,10617809600.0,1128.150024,4553600000.0,2319.639893,79638100.0,5908.259766,183800.0,10695.69043,1197.3,180541.0,77.11,605011.0
2010-05-07,9472910400.0,1110.880005,4227720000.0,2265.639893,89479600.0,5715.089844,227600.0,10364.589844,1210.4,271242.0,75.11,601534.0
2010-05-10,6893700000.0,1159.72998,2871800000.0,2374.669922,81524900.0,6017.910156,181000.0,10530.700195,1200.8,255295.0,76.8,447158.0
2010-05-11,5842550000.0,1155.790039,2548840000.0,2375.310059,46839700.0,6037.709961,196800.0,10411.099609,1220.3,176641.0,76.37,441537.0
2010-05-12,5225460000.0,1171.670044,2351900000.0,2425.02002,53109300.0,6183.490234,189400.0,10394.030273,1243.1,206839.0,75.65,475847.0
2010-05-13,4870640000.0,1157.439941,2375250000.0,2394.360107,34774900.0,6251.970215,159600.0,10620.549805,1229.2,205851.0,74.4,532331.0
2010-05-14,6126400000.0,1135.680054,2653020000.0,2346.850098,50055800.0,6056.709961,189000.0,10462.509766,1227.8,163428.0,71.61,373981.0
2010-05-17,5922920000.0,1136.939941,2434480000.0,2354.22998,40514200.0,6066.919922,182400.0,10235.759766,1228.1,242404.0,70.08,355833.0
2010-05-18,6170840000.0,1120.800049,2490310000.0,2317.26001,34243400.0,6155.930176,160800.0,10242.639648,1214.6,166751.0,69.41,206381.0
2010-05-19,6765800000.0,1115.050049,2646160000.0,2298.370117,51424000.0,5988.669922,175000.0,10186.839844,1193.1,185969.0,69.87,129166.0
2010-05-20,8328569600.0,1071.589966,3420420000.0,2204.01001,57232900.0,5867.879883,149600.0,10030.30957,1188.6,225810.0,68.01,129166.0
2010-05-21,5452130000.0,1087.689941,3389670000.0,2229.040039,122848200.0,5829.25,195000.0,9784.540039,1176.1,217743.0,70.04,449428.0
2010-05-24,5224040000.0,1073.650024,2150020000.0,2213.550049,24457800.0,5805.680176,164800.0,9758.400391,1194.0,164813.0,70.21,279820.0
2010-05-25,7329580000.0,1074.030029,2946380000.0,2210.949951,48243900.0,5670.040039,165200.0,9459.889648,1198.0,181604.0,68.75,395399.0
2010-05-26,4521050000.0,1067.949951,3077300000.0,2195.879883,46121000.0,5758.02002,188000.0,9522.660156,1213.4,218485.0,71.51,405519.0
2010-05-27,5698460000.0,1103.060059,2408220000.0,2277.679932,56115700.0,5937.140137,175000.0,9639.719727,1211.9,237497.0,74.55,405519.0
2010-05-28,4871210000.0,1089.410034,2165590000.0,2257.040039,30768600.0,5946.180176,164400.0,9762.980469,1212.2,109434.0,73.97,420674.0
2010-06-01,5271480000.0,1070.709961,2167810000.0,2222.330078,32624200.0,5981.27002,110400.0,9711.830078,1224.8,12895.0,72.58,438588.0
2010-06-02,5026360000.0,1098.380005,2190140000.0,2281.070068,27324700.0,5981.200195,158400.0,9603.240234,1220.6,4547.0,72.86,391034.0
2010-06-03,4995970000.0,1102.829956,2249050000.0,2303.030029,27857500.0,6054.629883,142600.0,9914.19043,1208.3,2799.0,74.61,439431.0
2010-06-04,6180580000.0,1064.880005,2342480000.0,2219.169922,36808500.0,5938.879883,120200.0,9901.19043,1216.2,1552.0,71.51,448494.0
2010-06-07,5467560000.0,1050.469971,2256670000.0,2173.899902,32367400.0,5904.950195,148400.0,9520.799805,1239.3,1070.0,71.44,417308.0
2010-06-08,6192750000.0,1062.0,2696580000.0,2170.570068,47791900.0,5868.549805,129600.0,9537.94043,1244.0,859.0,71.99,421966.0
2010-06-09,5983200000.0,1055.689941,2325060000.0,2158.850098,33300400.0,5984.75,0.0,9439.129883,1228.5,763.0,74.38,436981.0
2010-06-10,5144780000.0,1086.839966,2187840000.0,2218.709961,36840800.0,6056.589844,116600.0,9542.650391,1220.8,446.0,75.48,430042.0
2010-06-11,4059280000.0,1091.599976,1877120000.0,2243.600098,35919300.0,6047.830078,222400.0,9705.25,1228.9,488.0,73.78,421739.0
2010-06-14,4425830000.0,1089.630005,1951910000.0,2243.959961,28207400.0,6125.0,97200.0,9879.849609,1223.3,481.0,75.12,321671.0
2010-06-15,4644490000.0,1115.22998,2289060000.0,2305.879883,29784300.0,6175.049805,101600.0,9887.889648,1233.2,989.0,76.94,308294.0
2010-06-16,5002600000.0,1114.609985,1936400000.0,2305.929932,32408100.0,6190.910156,120200.0,10067.150391,1229.3,251.0,77.67,323357.0
2010-06-17,4557760000.0,1116.040039,1821680000.0,2307.159912,31423100.0,6223.540039,97600.0,9999.400391,1247.5,318.0,76.79,303284.0
2010-06-18,4555360000.0,1117.51001,2037230000.0,2309.800049,106356600.0,6216.97998,98400.0,9995.019531,1257.2,266.0,77.18,157434.0
2010-06-21,4514360000.0,1113.199951,1910700000.0,2289.090088,26997700.0,6292.970215,123000.0,10238.009766,1239.7,130.0,77.82,124289.0
2010-06-22,4514380000.0,1095.310059,1934450000.0,2261.800049,25040800.0,6269.040039,115000.0,10112.889648,1239.9,219.0,77.21,124289.0
2010-06-23,4526150000.0,1092.040039,1929450000.0,2254.22998,26377700.0,6204.52002,102600.0,9923.700195,1234.1,172.0,76.35,365038.0
2010-06-24,4814830000.0,1073.689941,2064360000.0,2217.419922,30445200.0,6115.47998,94800.0,9928.339844,1245.5,100.0,76.51,260401.0
2010-06-25,5128840000.0,1076.76001,3540350000.0,2223.47998,28816200.0,6070.600098,129400.0,9737.480469,1255.8,253.0,78.86,316456.0
2010-06-28,3896410000.0,1074.569946,1876740000.0,2220.649902,22344600.0,6157.220215,91600.0,9693.94043,1238.2,159.0,78.25,223305.0
2010-06-29,6136700000.0,1041.23999,2827090000.0,2135.179932,33993600.0,5952.029785,106800.0,9570.669922,1242.4,146272.0,75.94,323267.0
2010-06-30,5067080000.0,1030.709961,2221560000.0,2109.23999,29491100.0,5965.52002,131000.0,9382.639648,1245.9,148822.0,75.63,357752.0
2010-07-01,6435770000.0,1027.369995,2717070000.0,2101.360107,37447100.0,5857.430176,125400.0,9191.599609,1206.7,110717.0,72.95,357752.0
2010-07-02,3968500000.0,1022.580017,1672320000.0,2091.790039,27871200.0,5834.149902,115600.0,9203.709961,1207.7,257842.0,72.14,256171.0
2010-07-06,4691240000.0,1028.060059,2173030000.0,2093.879883,28958800.0,5940.97998,137400.0,9338.040039,1195.1,119623.0,71.98,325727.0
2010-07-07,4931220000.0,1060.27002,2199500000.0,2159.469971,31101600.0,5992.859863,120800.0,9279.650391,1198.9,148108.0,74.07,288660.0
2010-07-08,4548460000.0,1070.25,2034030000.0,2175.399902,30229900.0,6035.660156,118200.0,9535.740234,1196.1,126917.0,75.44,325813.0
2010-07-09,3506570000.0,1077.959961,1592610000.0,2196.449951,21628200.0,6065.240234,125200.0,9585.320312,1209.8,123075.0,76.09,269887.0
2010-07-12,3426990000.0,1078.75,1767970000.0,2198.360107,18200900.0,6077.189941,123600.0,9548.110352,1198.7,110471.0,74.95,309169.0
2010-07-13,4640460000.0,1095.339966,2278480000.0,2242.030029,31375300.0,6191.129883,149600.0,9537.230469,1213.5,96041.0,77.15,361792.0
2010-07-14,4521050000.0,1095.170044,2213010000.0,2249.840088,26012000.0,6209.759766,193400.0,9795.240234,1207.0,110463.0,77.04,364471.0
2010-07-15,4552470000.0,1096.47998,2011600000.0,2249.080078,29997400.0,6149.359863,115800.0,9685.530273,1208.3,107456.0,76.62,366023.0
2010-07-16,5297350000.0,1064.880005,2195150000.0,2179.050049,45476800.0,6040.27002,134000.0,9408.360352,1188.2,102197.0,76.01,225250.0
2010-07-19,4089500000.0,1071.25,1735090000.0,2198.22998,22770200.0,6009.109863,,,1181.9,145699.0,76.54,169548.0
2010-07-20,4713280000.0,1083.47998,1933270000.0,2222.48999,25462800.0,5967.490234,141000.0,9300.459961,1191.7,119208.0,77.44,169548.0
2010-07-21,4747180000.0,1069.589966,2222030000.0,2187.330078,22813700.0,5990.379883,166600.0,9278.830078,1191.8,144273.0,76.56,322410.0
2010-07-22,4826900000.0,1093.670044,2213220000.0,2245.889893,30219900.0,6142.149902,229600.0,9220.879883,1195.6,146975.0,79.3,358815.0
2010-07-23,4524570000.0,1102.660034,2410600000.0,2269.469971,25071000.0,6166.339844,157600.0,9430.959961,1187.8,134689.0,78.98,259741.0
2010-07-26,4009650000.0,1115.01001,2164280000.0,2296.429932,19436700.0,6194.209961,90400.0,9503.660156,1183.1,137637.0,78.98,227656.0
2010-07-27,4725690000.0,1113.839966,2065390000.0,2288.25,40151400.0,6207.310059,130600.0,9496.849609,1158.0,193657.0,77.5,377844.0
2010-07-28,4002390000.0,1106.130005,1848520000.0,2264.560059,28763900.0,6178.939941,148200.0,9753.269531,1160.4,235880.0,76.99,314173.0
2010-07-29,4612420000.0,1101.530029,2324590000.0,2251.689941,32422600.0,6134.700195,148200.0,9696.019531,1168.4,206828.0,78.36,350581.0
2010-07-30,4006450000.0,1101.599976,2138610000.0,2254.699951,30874800.0,6147.970215,166200.0,9537.299805,1181.7,54384.0,78.95,294425.0
2010-08-02,4144180000.0,1125.859985,1953200000.0,2295.360107,30825200.0,6292.129883,135600.0,9570.30957,1183.4,5466.0,81.34,306098.0
2010-08-03,4071820000.0,1120.459961,1997030000.0,2283.52002,28444300.0,6307.910156,138600.0,9694.009766,1185.2,2504.0,82.55,290979.0
2010-08-04,4057850000.0,1127.23999,2021980000.0,2303.570068,29295200.0,6331.330078,119400.0,9489.339844,1193.7,598.0,82.47,293321.0
2010-08-05,3685560000.0,1125.810059,1774300000.0,2293.060059,33586300.0,6333.580078,128800.0,9653.919922,1197.2,1068.0,82.01,234811.0
2010-08-06,3857890000.0,1121.640015,1876630000.0,2288.469971,36121700.0,6259.629883,112000.0,9642.120117,1203.4,214.0,80.7,397532.0
2010-08-09,3979360000.0,1127.790039,1614580000.0,2305.689941,21595500.0,6351.600098,87800.0,9572.490234,1200.7,347.0,81.48,267083.0
2010-08-10,3979360000.0,1121.060059,2039590000.0,2277.169922,24146100.0,6286.25,107000.0,9551.049805,1196.2,658.0,80.25,385854.0
2010-08-11,4511860000.0,1089.469971,2274460000.0,2208.629883,30207000.0,6154.069824,111600.0,9292.849609,1197.5,713.0,78.02,416889.0
2010-08-12,4521050000.0,1083.609985,2189680000.0,2190.27002,30582400.0,6135.169922,142400.0,9212.589844,1214.8,351.0,75.74,430788.0
2010-08-13,3328890000.0,1079.25,1605040000.0,2173.47998,27177100.0,6110.410156,121800.0,9253.459961,1214.9,289.0,75.39,286126.0
2010-08-16,3142450000.0,1079.380005,1627620000.0,2181.870117,20988900.0,6110.569824,97000.0,9196.669922,1224.5,138.0,75.24,237455.0
2010-08-17,3968210000.0,1092.540039,1736870000.0,2209.439941,26084800.0,6206.399902,91400.0,9161.679688,1226.6,252.0,75.77,347432.0
2010-08-18,3724260000.0,1094.160034,1654560000.0,2215.699951,22856200.0,6186.310059,118400.0,9240.540039,1229.7,84.0,75.42,247104.0
2010-08-19,4290540000.0,1075.630005,2094800000.0,2178.949951,30652900.0,6075.129883,120200.0,9362.679688,1233.8,169.0,74.43,123224.0
2010-08-20,3761570000.0,1071.689941,1898500000.0,2179.76001,33860400.0,6005.160156,112000.0,9179.379883,1227.2,46.0,73.46,123224.0
2010-08-23,3210950000.0,1067.359985,1665900000.0,2159.629883,19657100.0,6010.910156,93600.0,9116.69043,1226.9,236.0,73.1,252439.0
2010-08-24,4436330000.0,1051.869995,2141650000.0,2123.76001,26305300.0,5935.439941,111200.0,8995.139648,1231.8,56.0,71.63,340994.0
2010-08-25,4360190000.0,1055.329956,2019480000.0,2141.540039,29686600.0,5899.5,134000.0,8845.389648,1239.5,300.0,72.52,343405.0
2010-08-26,3646710000.0,1047.219971,1804510000.0,2118.689941,23078700.0,5912.580078,104800.0,8906.480469,1235.4,298.0,73.36,362828.0
2010-08-27,4102460000.0,1064.589966,2134550000.0,2153.629883,26027900.0,5951.169922,127800.0,8991.05957,1236.0,104.0,75.17,477903.0
2010-08-30,2917990000.0,1048.920044,1585200000.0,2119.969971,13770700.0,5912.410156,114400.0,9149.259766,1238.0,4107.0,74.7,260666.0
2010-08-31,4038770000.0,1049.329956,2084110000.0,2114.030029,28331400.0,5925.220215,121800.0,8824.05957,1249.0,2077.0,71.92,469412.0
2010-09-01,4396880000.0,1080.290039,2133970000.0,2176.840088,34019300.0,6083.899902,120000.0,8927.019531,1246.8,5179.0,73.91,396607.0
2010-09-02,3704210000.0,1090.099976,1680590000.0,2200.01001,27498300.0,6083.850098,119200.0,9062.839844,1252.1,4941.0,75.02,396607.0
2010-09-03,3534500000.0,1104.51001,1647790000.0,2233.75,28219900.0,6134.620117,102000.0,9114.129883,1249.8,6605.0,74.6,379300.0
2010-09-07,3107380000.0,1091.839966,1685240000.0,2208.889893,20940300.0,6117.890137,118000.0,9226.0,1257.9,6451.0,74.09,406641.0
2010-09-08,3224640000.0,1098.869995,2018210000.0,2228.870117,27335100.0,6164.439941,107000.0,9024.599609,,,74.67,359759.0
2010-09-09,3387770000.0,1104.180054,1706650000.0,2236.199951,28191500.0,6221.52002,92800.0,9098.389648,1249.4,10385.0,74.25,372881.0
2010-09-10,3061160000.0,1109.550049,1692470000.0,2242.47998,29874500.0,6214.77002,169800.0,9239.169922,1245.0,8772.0,76.45,431370.0
2010-09-13,4521050000.0,1121.900024,1937630000.0,2285.709961,28716900.0,6261.680176,108600.0,9321.820312,1245.6,3866.0,77.19,349157.0
2010-09-14,4521050000.0,1121.099976,2079030000.0,2289.77002,31979400.0,6275.410156,117400.0,9299.30957,1270.2,4489.0,76.8,416114.0
2010-09-15,3369840000.0,1125.069946,2067130000.0,2301.320068,27933900.0,6261.870117,187800.0,9516.55957,1267.1,7954.0,76.02,356325.0
2010-09-16,3364080000.0,1124.660034,1809280000.0,2303.25,29403500.0,6249.649902,142200.0,9509.5,1272.2,6623.0,74.57,289281.0
2010-09-17,4086140000.0,1125.589966,2432480000.0,2315.610107,83782200.0,6209.759766,122800.0,9626.089844,1275.9,5165.0,73.66,195831.0
2010-09-20,3364080000.0,1142.709961,1989520000.0,2355.830078,28489200.0,6294.580078,,,1279.3,3096.0,74.86,132427.0
2010-09-21,4175660000.0,1139.780029,2125100000.0,2349.350098,36518100.0,6275.97998,109400.0,9602.110352,1272.7,2874.0,73.52,132427.0
2010-09-22,3911070000.0,1134.280029,2170210000.0,2334.550049,38750300.0,6208.330078,108800.0,9566.320312,1290.5,7399.0,73.2,132427.0
2010-09-23,3847850000.0,1124.829956,1923110000.0,2327.080078,32363100.0,6184.709961,,,1294.6,5074.0,75.18,295903.0
2010-09-24,4123950000.0,1148.670044,1993380000.0,2381.219971,36674600.0,6298.299805,146600.0,9471.669922,1296.3,11317.0,76.49,288499.0
2010-09-27,3587860000.0,1142.160034,1873120000.0,2369.77002,28926800.0,6278.890137,122600.0,9603.139648,1296.9,8696.0,76.52,289641.0
2010-09-28,4025840000.0,1147.699951,2125730000.0,2379.590088,34090000.0,6276.089844,97400.0,9495.759766,,,76.18,329350.0
2010-09-29,3990280000.0,1144.72998,2077930000.0,2376.560059,34768700.0,6246.919922,134600.0,9559.379883,1308.5,25190.0,77.86,388993.0
2010-09-30,4284160000.0,1141.199951,2418300000.0,2368.620117,38524700.0,6229.02002,145800.0,9369.349609,1307.8,6745.0,79.97,418628.0
