,SPY:Volume,SPY:Price,NAS:Volume,NAS:Price,DAX:Volume,DAX:Price,NIK:Volume,NIK:Price,GLF:Price,GLF:Volume,OLF:Price,OLF:Volume
2011-10-19,4846390000.0,1209.880005,1980180000.0,2604.040039,27125000.0,5913.529785,91200.0,8772.540039,1646.0,41.0,86.11,203765.0
2011-10-20,4870290000.0,1215.390015,2040180000.0,2598.620117,36015000.0,5766.47998,109200.0,8682.150391,1611.9,92.0,85.3,112020.0
2011-10-21,4980770000.0,1238.25,2019950000.0,2637.459961,37582400.0,5970.959961,97000.0,8678.889648,1635.1,32.0,87.4,296555.0
2011-10-24,4309380000.0,1254.189941,1884450000.0,2699.439941,27538400.0,6055.27002,97400.0,8843.980469,1651.5,313.0,91.27,484139.0
2011-10-25,4473970000.0,1229.050049,1777770000.0,2638.419922,32778700.0,6046.75,106800.0,8762.30957,1699.6,355.0,93.17,489373.0
2011-10-26,4873530000.0,1242.0,2118650000.0,2650.669922,31283600.0,6016.069824,108800.0,8748.469727,1722.7,135.0,90.2,411445.0
2011-10-27,6367610000.0,1284.589966,2810680000.0,2738.629883,62548700.0,6337.839844,139800.0,8926.540039,1746.7,19.0,93.96,327446.0
2011-10-28,4536690000.0,1285.089966,1838530000.0,2737.149902,41487900.0,6346.189941,165000.0,9050.469727,1747.2,107441.0,93.32,276760.0
2011-10-31,4310210000.0,1253.300049,1772560000.0,2684.409912,34570100.0,6141.339844,133800.0,8988.389648,1725.2,122243.0,93.19,228561.0
2011-11-01,5645540000.0,1218.280029,2294220000.0,2606.959961,50911300.0,5834.509766,103800.0,8835.519531,1711.8,173444.0,92.19,351343.0
2011-11-02,4110530000.0,1237.900024,1921790000.0,2639.97998,34051300.0,5965.629883,129200.0,8640.419922,1729.6,148068.0,92.51,265626.0
2011-11-03,4849140000.0,1261.150024,2106240000.0,2697.969971,50326400.0,6133.180176,,,1765.1,161601.0,94.07,299987.0
2011-11-04,3830650000.0,1253.22998,1930750000.0,2686.149902,35795800.0,5966.160156,125000.0,8801.400391,1756.1,88468.0,94.26,288305.0
2011-11-07,3429740000.0,1261.119995,1712700000.0,2695.25,31556100.0,5928.680176,100000.0,8767.089844,1791.1,148352.0,95.52,305602.0
2011-11-08,3908490000.0,1275.920044,1850270000.0,2727.48999,28072000.0,5961.439941,136400.0,8655.509766,1799.2,133687.0,96.8,295744.0
2011-11-09,4659740000.0,1229.099976,2144160000.0,2621.649902,41995700.0,5829.540039,137400.0,8755.44043,1791.6,160369.0,95.74,425242.0
2011-11-10,4002760000.0,1239.699951,1892390000.0,2625.149902,37153400.0,5867.810059,150000.0,8500.799805,1759.6,172534.0,97.78,337934.0
2011-11-11,3370180000.0,1263.849976,1602640000.0,2678.75,30712700.0,6057.029785,124800.0,8514.469727,1788.1,106879.0,98.99,265513.0
2011-11-14,3219680000.0,1251.780029,1401710000.0,2657.219971,26255000.0,5985.02002,104400.0,8603.700195,1778.4,87588.0,98.14,325644.0
2011-11-15,3599300000.0,1257.810059,1706960000.0,2686.199951,30809600.0,5933.140137,80200.0,8541.929688,1782.2,132695.0,99.37,317045.0
2011-11-16,4085010000.0,1236.910034,1950030000.0,2639.610107,28104800.0,5913.359863,95400.0,8463.160156,1774.3,172664.0,102.59,366051.0
2011-11-17,4596450000.0,1216.130005,2197320000.0,2587.98999,31285500.0,5850.169922,113000.0,8479.629883,1720.2,229938.0,98.82,177201.0
2011-11-18,3827610000.0,1215.650024,1755360000.0,2572.5,30460700.0,5800.240234,108600.0,8374.910156,1725.1,147927.0,97.41,35582.0
2011-11-21,4050070000.0,1192.97998,2048520000.0,2523.139893,32730600.0,5606.0,89800.0,8348.269531,1678.6,209429.0,96.92,275860.0
2011-11-22,3911710000.0,1188.040039,1792060000.0,2521.280029,27129100.0,5537.390137,112200.0,8314.740234,1702.4,182848.0,98.01,315760.0
2011-11-23,3798940000.0,1161.790039,1707770000.0,2460.080078,34499500.0,5457.77002,,,1695.9,173341.0,96.17,278270.0
2011-11-25,1664200000.0,1158.670044,691750000.0,2441.51001,23161100.0,5492.870117,111400.0,8160.009766,1685.7,139442.0,96.77,182647.0
2011-11-28,3920750000.0,1192.550049,1626060000.0,2527.340088,33258600.0,5745.330078,102400.0,8287.490234,1710.8,175631.0,98.21,309360.0
2011-11-29,3992650000.0,1195.189941,1623550000.0,2515.51001,28463200.0,5799.910156,115800.0,8477.820312,1713.4,64786.0,99.79,310027.0
2011-11-30,5801910000.0,1246.959961,2440960000.0,2620.340088,54927900.0,6088.839844,126600.0,8434.610352,1745.5,15463.0,100.36,297848.0
2011-12-01,3818680000.0,1244.579956,1826860000.0,2626.199951,33757700.0,6035.879883,147800.0,8597.379883,1735.3,1350.0,100.2,273034.0
2011-12-02,4144310000.0,1244.280029,1662730000.0,2626.929932,36316300.0,6080.680176,101000.0,8643.75,1747.0,1067.0,100.96,242299.0
2011-12-05,4148060000.0,1257.079956,1686660000.0,2655.76001,31904300.0,6106.089844,91200.0,8695.980469,1730.7,756.0,100.99,234356.0
2011-12-06,3734230000.0,1258.469971,1491130000.0,2649.560059,37175200.0,6028.819824,107800.0,8575.160156,1727.9,648.0,101.28,211504.0
2011-12-07,4160540000.0,1261.01001,1658010000.0,2649.209961,32189300.0,5994.72998,132600.0,8722.169922,1740.9,300.0,100.49,312601.0
2011-12-08,4298370000.0,1234.349976,1845640000.0,2596.379883,36845900.0,5874.439941,127800.0,8664.580078,1709.8,942.0,98.34,330972.0
2011-12-09,3830610000.0,1255.189941,1664710000.0,2646.850098,34722300.0,5986.709961,199800.0,8536.459961,1712.8,568.0,99.41,303995.0
2011-12-12,3600570000.0,1236.469971,1572600000.0,2612.26001,31442300.0,5785.430176,101000.0,8653.820312,1664.2,894.0,97.77,261810.0
2011-12-13,4121570000.0,1225.72998,1752320000.0,2579.27002,30398500.0,5774.259766,113200.0,8552.80957,1659.9,274.0,100.14,362215.0
2011-12-14,4298290000.0,1211.819946,1793960000.0,2539.310059,33441100.0,5675.140137,98400.0,8519.129883,1584.3,890.0,94.95,363250.0
2011-12-15,3810340000.0,1215.75,1748400000.0,2541.01001,31639100.0,5730.620117,103200.0,8377.370117,1574.6,589.0,93.87,262439.0
2011-12-16,5345800000.0,1219.660034,2664690000.0,2555.330078,67660200.0,5701.779785,105000.0,8401.719727,1595.6,57.0,93.53,201347.0
2011-12-19,3659820000.0,1205.349976,1560110000.0,2523.139893,22079300.0,5670.709961,95000.0,8296.120117,1594.4,92.0,93.88,109972.0
2011-12-20,4055590000.0,1241.300049,1835720000.0,2603.72998,27147600.0,5847.029785,80000.0,8336.480469,1615.6,215.0,97.22,23809.0
2011-12-21,2959020000.0,1243.719971,1853710000.0,2577.969971,29979400.0,5791.529785,90800.0,8459.980469,1611.9,38.0,98.67,216804.0
2011-12-22,3492250000.0,1254.0,1515610000.0,2599.449951,20944800.0,5852.180176,83800.0,8395.160156,1608.9,599.0,99.53,148905.0
2011-12-23,2233830000.0,1265.329956,960940000.0,2618.639893,11190700.0,5878.930176,,,1604.7,62.0,99.68,92783.0
2011-12-27,2130590000.0,1265.430054,945590000.0,2625.199951,8010500.0,5889.759766,51400.0,8440.55957,1594.2,52.0,101.34,120429.0
2011-12-28,2349980000.0,1249.640015,1069930000.0,2589.97998,15624100.0,5771.27002,70800.0,8423.620117,1562.9,52.0,99.36,163208.0
2011-12-29,2278130000.0,1263.02002,1011380000.0,2613.73999,13731300.0,5848.779785,66400.0,8398.889648,1540.9,133683.0,99.65,150006.0
2011-12-30,2271850000.0,1257.599976,1056790000.0,2605.149902,9422800.0,5898.350098,57600.0,8455.349609,1566.8,95298.0,98.83,151380.0
2012-01-03,3943710000.0,1277.060059,1636850000.0,2648.719971,27401400.0,6166.569824,,,1600.5,113546.0,102.96,270350.0
2012-01-04,3592580000.0,1277.300049,1670530000.0,2648.360107,22440800.0,6111.549805,106000.0,8560.110352,1612.7,154795.0,103.22,267129.0
2012-01-05,4315950000.0,1281.060059,1836410000.0,2669.860107,28094600.0,6095.990234,77600.0,8488.709961,1620.1,177263.0,101.81,292831.0
2012-01-06,3656830000.0,1277.810059,1683090000.0,2674.219971,25127300.0,6057.919922,101400.0,8390.349609,1616.8,155619.0,101.56,280197.0
2012-01-09,3371600000.0,1280.699951,1768080000.0,2676.560059,24365900.0,6017.22998,,,1608.1,135835.0,101.31,301795.0
2012-01-10,4221960000.0,1292.079956,1809500000.0,2702.5,38258000.0,6162.97998,112400.0,8422.259766,1631.5,169038.0,102.24,280529.0
2012-01-11,3968120000.0,1292.47998,1699660000.0,2710.76001,28897700.0,6152.339844,106200.0,8447.879883,1639.6,145530.0,100.87,294755.0
2012-01-12,4019890000.0,1295.5,1669550000.0,2724.699951,32966100.0,6179.209961,84800.0,8385.589844,1647.7,148065.0,99.1,358124.0
2012-01-13,3692370000.0,1289.089966,1655960000.0,2710.669922,37550700.0,6143.080078,109800.0,8500.019531,1630.8,178649.0,98.7,306780.0
2012-01-17,4010490000.0,1293.670044,1664210000.0,2728.080078,35967000.0,6332.930176,85400.0,8466.400391,1655.6,194022.0,100.71,328604.0
2012-01-18,4096160000.0,1308.040039,1968940000.0,2769.709961,36023800.0,6354.569824,136200.0,8550.580078,1659.9,158105.0,100.59,262203.0
2012-01-19,4465890000.0,1314.5,1959950000.0,2788.330078,47715400.0,6416.259766,125000.0,8639.679688,1654.5,131069.0,100.39,93959.0
2012-01-20,3912620000.0,1315.380005,1949660000.0,2786.699951,43818800.0,6404.390137,177600.0,8766.360352,1664.0,127591.0,98.46,34840.0
2012-01-23,3770910000.0,1316.0,1652940000.0,2784.169922,36892600.0,6436.620117,119800.0,8765.900391,1678.3,131688.0,99.58,227364.0
2012-01-24,3693560000.0,1314.650024,1620690000.0,2786.639893,34983400.0,6419.220215,111000.0,8785.330078,1664.5,138010.0,98.95,229889.0
2012-01-25,4410910000.0,1326.060059,1918040000.0,2818.310059,29882400.0,6421.850098,132400.0,8883.69043,1700.1,240728.0,99.4,312285.0
2012-01-26,4522070000.0,1318.430054,1998970000.0,2805.280029,39435500.0,6539.850098,122200.0,8849.469727,1726.7,226782.0,99.7,252150.0
2012-01-27,4007380000.0,1316.329956,1707350000.0,2816.550049,32252600.0,6511.97998,133200.0,8841.219727,1732.2,174952.0,99.56,242004.0
2012-01-30,3659010000.0,1313.01001,1668970000.0,2811.939941,27883100.0,6444.450195,98000.0,8793.049805,1731.0,53427.0,98.78,202934.0
2012-01-31,4235550000.0,1312.410034,1786550000.0,2813.840088,33055800.0,6458.910156,138000.0,8802.509766,1737.8,7540.0,98.48,360241.0
2012-02-01,4504360000.0,1324.089966,2125720000.0,2848.27002,41433900.0,6616.640137,127200.0,8809.790039,1747.1,2027.0,97.61,278715.0
2012-02-02,4120920000.0,1325.540039,1913430000.0,2859.679932,36733900.0,6655.629883,157800.0,8876.820312,1756.8,2062.0,96.36,320185.0
2012-02-03,4608550000.0,1344.900024,2152890000.0,2905.659912,36955500.0,6766.669922,157400.0,8831.929688,1737.9,543.0,97.84,305406.0
2012-02-06,3379700000.0,1344.329956,1684490000.0,2901.98999,24951700.0,6764.830078,143200.0,8929.200195,1722.8,726.0,96.91,246851.0
2012-02-07,3742460000.0,1347.050049,1784580000.0,2904.080078,28238600.0,6754.200195,129200.0,8917.519531,1746.4,272.0,98.41,394790.0
2012-02-08,4096730000.0,1349.959961,1981150000.0,2915.860107,31013400.0,6748.759766,157400.0,9015.589844,1729.3,955.0,98.71,345172.0
2012-02-09,4209890000.0,1351.949951,2153090000.0,2927.22998,43080800.0,6788.799805,178200.0,9002.240234,1739.0,119.0,99.84,273543.0
2012-02-10,3877580000.0,1342.640015,1787640000.0,2903.879883,34655200.0,6692.959961,154000.0,8947.169922,1723.3,248.0,98.67,280527.0
2012-02-13,3618040000.0,1351.77002,1619980000.0,2931.389893,23225500.0,6738.470215,126800.0,8999.179688,1723.0,104.0,100.91,252895.0
2012-02-14,3889520000.0,1350.5,1881630000.0,2931.830078,28807000.0,6728.189941,141800.0,9052.070312,1715.9,94.0,100.74,302861.0
2012-02-15,4080340000.0,1343.22998,2038980000.0,2915.830078,31915100.0,6757.939941,208200.0,9260.339844,1726.3,110.0,101.8,265675.0
2012-02-16,4108880000.0,1358.040039,1945230000.0,2959.850098,32413900.0,6751.959961,180000.0,9238.099609,1726.8,38.0,102.31,190931.0
2012-02-17,3717640000.0,1361.22998,1973900000.0,2951.780029,36191000.0,6848.029785,188800.0,9384.169922,1724.5,80.0,103.24,113439.0
2012-02-21,3795200000.0,1362.209961,1821540000.0,2948.570068,27069600.0,6908.180176,169800.0,9463.019531,1757.1,115.0,105.84,32916.0
2012-02-22,3633710000.0,1357.660034,1706310000.0,2933.169922,28158500.0,6843.870117,165000.0,9554.0,1770.0,161.0,106.28,231474.0
2012-02-23,3786450000.0,1363.459961,1768390000.0,2956.97998,38477800.0,6809.459961,180000.0,9595.570312,1784.9,298.0,107.83,315282.0
2012-02-24,3505360000.0,1365.73999,1643180000.0,2963.75,32319500.0,6864.430176,180000.0,9647.379883,1775.1,129.0,109.77,256382.0
2012-02-27,3648890000.0,1367.589966,1763650000.0,2966.159912,31051400.0,6849.600098,177200.0,9633.929688,1773.6,147.0,108.56,267766.0
2012-02-28,3579120000.0,1372.180054,1812490000.0,2986.76001,29200000.0,6887.629883,185400.0,9722.519531,1788.4,159800.0,106.55,264561.0
2012-02-29,4482370000.0,1365.680054,2170190000.0,2966.889893,34840000.0,6856.080078,179200.0,9723.240234,1711.3,344994.0,107.07,337423.0
2012-03-01,3919240000.0,1374.089966,1903690000.0,2988.969971,34326500.0,6941.77002,175200.0,9707.370117,1722.2,240027.0,108.84,373141.0
2012-03-02,3283490000.0,1369.630005,1755130000.0,2976.189941,28284400.0,6921.370117,158600.0,9777.030273,1709.8,148029.0,106.7,287118.0
2012-03-05,3429480000.0,1364.329956,1679030000.0,2950.47998,29151000.0,6866.459961,132600.0,9698.589844,1703.9,159304.0,106.72,227290.0
2012-03-06,4191060000.0,1343.359985,1870720000.0,2910.320068,45805500.0,6633.109863,171800.0,9637.629883,1672.1,237607.0,104.7,320340.0
2012-03-07,3580380000.0,1352.630005,1589360000.0,2935.689941,32184400.0,6671.109863,155800.0,9576.05957,1683.9,158288.0,106.16,315079.0
2012-03-08,3543060000.0,1365.910034,1619740000.0,2970.419922,43164700.0,6834.540039,144000.0,9768.959961,1698.7,156490.0,106.58,262198.0
2012-03-09,3639470000.0,1370.869995,1580560000.0,2988.340088,30300700.0,6880.209961,265400.0,9929.740234,1711.5,205993.0,107.4,275973.0
2012-03-12,3081870000.0,1371.089966,1341660000.0,2983.659912,24438000.0,6901.350098,153600.0,9889.860352,,,106.34,220633.0
2012-03-13,4386470000.0,1395.949951,1709900000.0,3039.879883,35174700.0,6995.910156,206000.0,9899.080078,1694.2,210084.0,106.71,262118.0
2012-03-14,4502280000.0,1394.280029,1662300000.0,3040.72998,42715300.0,7079.419922,168200.0,10050.519531,1642.9,279824.0,105.43,275511.0
2012-03-15,4271650000.0,1402.599976,1677540000.0,3056.370117,37620400.0,7144.450195,177600.0,10123.280273,1659.5,181328.0,105.11,360521.0
2012-03-16,5163950000.0,1404.170044,2088610000.0,3055.26001,93000000.0,7157.819824,163000.0,10129.830078,1655.8,160349.0,107.06,182633.0
2012-03-19,3932570000.0,1409.75,1548400000.0,3078.320068,28231600.0,7154.220215,135200.0,10141.990234,1667.3,135187.0,108.09,86365.0
2012-03-20,3695280000.0,1405.52002,1508580000.0,3074.149902,35770300.0,7054.939941,,,1647.0,154752.0,105.61,31973.0
2012-03-21,3573590000.0,1402.890015,1552400000.0,3075.320068,30160200.0,7071.319824,149800.0,10086.490234,1650.3,139322.0,107.27,241956.0
2012-03-22,3740590000.0,1392.780029,1524800000.0,3063.320068,37292300.0,6981.259766,147000.0,10127.080078,1642.5,176238.0,105.35,286549.0
2012-03-23,3472950000.0,1397.109985,1428940000.0,3067.919922,27379600.0,6995.620117,121600.0,10011.469727,1662.4,144337.0,106.87,247067.0
2012-03-26,3576950000.0,1416.51001,1627520000.0,3122.570068,27599700.0,7079.22998,126600.0,10018.240234,1685.6,196417.0,107.03,153803.0
2012-03-27,3513640000.0,1412.52002,1662460000.0,3120.350098,28973200.0,7078.899902,161000.0,10255.150391,1684.9,175703.0,107.33,197848.0
2012-03-28,3892800000.0,1405.540039,1765680000.0,3104.959961,27738200.0,6998.799805,141200.0,10182.570312,1657.9,193885.0,105.41,298393.0
2012-03-29,3832000000.0,1403.280029,1756160000.0,3095.360107,37906100.0,6875.149902,149400.0,10114.790039,1652.2,47342.0,102.78,308634.0
2012-03-30,3676890000.0,1408.469971,1833130000.0,3091.570068,29578800.0,6946.830078,137400.0,10083.55957,1669.3,9814.0,103.02,224464.0
2012-04-02,3572010000.0,1419.040039,1768210000.0,3119.699951,32398300.0,7056.649902,152000.0,10109.870117,1677.5,2531.0,105.23,264887.0
2012-04-03,3822090000.0,1413.380005,1804950000.0,3113.570068,27387800.0,6982.279785,112400.0,10050.389648,1670.0,1165.0,104.01,234461.0
2012-04-04,3938290000.0,1398.959961,1813150000.0,3068.090088,40871500.0,6784.060059,147800.0,9819.990234,1612.3,1122.0,101.47,290557.0
2012-04-05,3303740000.0,1398.079956,1548040000.0,3080.5,35399400.0,6775.259766,165200.0,9767.610352,1628.5,289.0,103.31,224662.0
2012-04-09,3468980000.0,1382.199951,1371140000.0,3047.080078,,,111600.0,9546.259766,1642.5,158.0,102.46,188770.0
2012-04-10,4631730000.0,1358.589966,1953600000.0,2991.219971,36990600.0,6606.430176,134800.0,9538.019531,1659.5,350.0,101.02,289851.0
2012-04-11,3743040000.0,1368.709961,1540890000.0,3016.459961,33024500.0,6674.72998,155800.0,9458.740234,1659.0,426.0,102.7,261762.0
2012-04-12,3618280000.0,1387.569946,1480340000.0,3055.550049,37209200.0,6743.240234,134800.0,9524.790039,1679.5,1309.0,103.64,249812.0
2012-04-13,3631160000.0,1370.26001,1483850000.0,3011.330078,39352800.0,6583.899902,171400.0,9637.990234,1659.1,220.0,102.83,204757.0
2012-04-16,3574780000.0,1369.569946,1594320000.0,2988.399902,30743700.0,6625.189941,113000.0,9470.639648,1648.7,717.0,102.93,277858.0
2012-04-17,3456200000.0,1390.780029,1555070000.0,3042.820068,35953400.0,6801.0,109200.0,9464.709961,1650.3,69.0,104.2,232077.0
2012-04-18,3463140000.0,1385.140015,1599470000.0,3031.449951,28212000.0,6732.029785,116800.0,9667.259766,1638.8,273.0,102.67,185909.0
2012-04-19,4180020000.0,1376.920044,1991120000.0,3007.560059,44420700.0,6671.220215,118800.0,9588.379883,1640.6,77.0,102.27,64999.0
2012-04-20,3833320000.0,1378.530029,1935880000.0,3000.449951,39428900.0,6750.120117,109800.0,9561.360352,1642.1,54.0,103.05,28844.0
2012-04-23,3654860000.0,1366.939941,1767360000.0,2970.449951,37566700.0,6523.0,101600.0,9542.169922,1631.9,226.0,103.11,206231.0
2012-04-24,3617100000.0,1371.969971,1690840000.0,2961.600098,30721800.0,6590.410156,106400.0,9468.040039,1643.0,123.0,103.55,187147.0
2012-04-25,3998430000.0,1390.689941,1721330000.0,3029.629883,33488700.0,6704.5,97400.0,9561.009766,1641.4,82.0,104.12,267627.0
2012-04-26,4034700000.0,1399.97998,1763510000.0,3050.610107,43854200.0,6739.899902,104800.0,9561.830078,1659.6,91.0,104.55,183637.0
2012-04-27,3645830000.0,1403.359985,1777750000.0,3069.199951,39072300.0,6801.319824,165600.0,9520.889648,1664.8,98178.0,104.93,164226.0
2012-04-30,3574010000.0,1397.910034,1633170000.0,3046.360107,27000000.0,6761.189941,,,1664.2,116171.0,104.87,197743.0
2012-05-01,3807950000.0,1405.819946,1854230000.0,3050.439941,,,118000.0,9350.950195,1662.4,105702.0,106.16,233138.0
2012-05-02,3803860000.0,1402.310059,1825190000.0,3059.850098,33923200.0,6710.77002,94600.0,9380.25,1654.0,130274.0,105.22,246775.0
2012-05-03,4004910000.0,1391.569946,1869130000.0,3024.300049,39192000.0,6694.439941,,,1634.8,152095.0,102.54,307129.0
2012-05-04,3975140000.0,1369.099976,1944010000.0,2956.340088,33324300.0,6561.470215,,,1645.2,145456.0,98.49,429355.0
2012-05-07,3559390000.0,1369.579956,1740430000.0,2957.76001,26200000.0,6569.47998,133000.0,9119.139648,1639.1,92001.0,97.94,287409.0
2012-05-08,4261670000.0,1363.719971,2175840000.0,2946.27002,28639600.0,6444.740234,112400.0,9181.650391,1604.5,219459.0,97.01,315278.0
2012-05-09,4288540000.0,1354.579956,2047090000.0,2934.709961,37212700.0,6475.310059,131600.0,9045.05957,1594.2,211643.0,96.81,315212.0
2012-05-10,3727990000.0,1357.98999,2004150000.0,2933.639893,37107900.0,6518.0,141600.0,9009.650391,1595.5,138424.0,97.08,267144.0
2012-05-11,3869070000.0,1353.390015,1735380000.0,2933.820068,27864600.0,6579.930176,143400.0,8953.30957,1584.0,151366.0,96.13,240890.0
2012-05-14,3688120000.0,1338.349976,1683460000.0,2902.580078,26865700.0,6451.970215,112800.0,8973.839844,1561.0,162898.0,94.78,242790.0
2012-05-15,4114040000.0,1330.660034,1826210000.0,2893.76001,31070400.0,6401.060059,145000.0,8900.740234,1557.1,159739.0,93.98,275692.0
2012-05-16,4280420000.0,1324.800049,1933900000.0,2874.040039,33500000.0,6384.259766,145400.0,8801.169922,1536.6,253181.0,92.81,297970.0
2012-05-17,4664280000.0,1304.859985,2016980000.0,2813.689941,21026400.0,6308.959961,160200.0,8876.589844,1574.9,212325.0,92.56,267337.0
2012-05-18,4512470000.0,1295.219971,2692450000.0,2778.790039,37614400.0,6271.220215,155000.0,8611.30957,1591.9,176606.0,91.48,199220.0
2012-05-21,3786750000.0,1315.98999,1870420000.0,2847.209961,23792700.0,6331.040039,110800.0,8633.889648,1588.7,140946.0,92.57,75785.0
2012-05-22,4123680000.0,1316.630005,1861850000.0,2839.080078,29013100.0,6435.600098,111000.0,8729.290039,1576.6,176178.0,91.66,27310.0
2012-05-23,4108330000.0,1318.859985,1929640000.0,2850.120117,32300000.0,6285.75,142800.0,8556.599609,1548.4,259456.0,89.9,267612.0
2012-05-24,3937670000.0,1320.680054,1750290000.0,2839.379883,29406800.0,6315.890137,134200.0,8563.379883,1557.5,198062.0,90.66,222302.0
2012-05-25,2872660000.0,1317.819946,1282680000.0,2837.530029,26596800.0,6339.939941,113600.0,8580.389648,1568.9,157931.0,90.86,141413.0
2012-05-29,3441640000.0,1332.420044,221430000.0,2870.98999,23019100.0,6396.839844,129600.0,8657.080078,1548.7,259498.0,90.76,251436.0
2012-05-30,3534290000.0,1313.319946,1671040000.0,2837.360107,29677900.0,6280.799805,119000.0,8633.19043,1563.4,79887.0,87.82,284247.0
2012-05-31,4557620000.0,1310.329956,2180130000.0,2827.340088,33014600.0,6264.379883,162800.0,8542.730469,1562.6,5901.0,86.53,331528.0
2012-06-01,4669350000.0,1278.040039,1966370000.0,2747.47998,42856100.0,6050.290039,125200.0,8440.25,1620.5,2820.0,83.23,389283.0
2012-06-04,4011960000.0,1278.180054,1755750000.0,2760.01001,23699300.0,5978.22998,126800.0,8295.629883,1612.2,2134.0,83.98,295616.0
2012-06-05,3403230000.0,1285.5,1625600000.0,2778.110107,22355900.0,5969.399902,137000.0,8382.0,1615.2,604.0,84.29,234289.0
2012-06-06,4268360000.0,1315.130005,1761050000.0,2844.719971,32200300.0,6093.990234,160200.0,8533.530273,1632.8,419.0,85.02,295352.0
2012-06-07,4258140000.0,1314.98999,1655370000.0,2831.02002,28859800.0,6144.220215,127400.0,8639.719727,1586.6,1200.0,84.82,317068.0
2012-06-08,3497190000.0,1325.660034,1390260000.0,2858.419922,22742300.0,6130.819824,182800.0,8459.259766,1590.1,157.0,84.1,284047.0
2012-06-11,3537530000.0,1308.930054,1480220000.0,2809.72998,29749700.0,6141.049805,108800.0,8624.900391,1595.5,129.0,82.7,319367.0
2012-06-12,3442920000.0,1324.180054,1594310000.0,2843.070068,28227200.0,6161.240234,113200.0,8536.719727,1612.7,523.0,83.32,307832.0
2012-06-13,3506510000.0,1314.880005,1602080000.0,2818.610107,28021500.0,6152.490234,101600.0,8587.839844,1618.1,655.0,82.62,309392.0
2012-06-14,3687720000.0,1329.099976,1633370000.0,2836.330078,29461700.0,6138.609863,101600.0,8568.889648,1618.4,493.0,83.91,270102.0
2012-06-15,4401570000.0,1342.839966,2020100000.0,2872.800049,70434200.0,6229.410156,106600.0,8569.320312,1627.0,1015.0,84.03,204773.0
2012-06-18,3259430000.0,1344.780029,1586190000.0,2895.330078,28946700.0,6248.200195,109800.0,8721.019531,1625.7,246.0,83.27,207994.0
2012-06-19,3815350000.0,1357.97998,1835480000.0,2929.76001,25250900.0,6363.359863,99200.0,8655.870117,1622.2,32.0,84.03,80963.0
2012-06-20,3695700000.0,1355.689941,1563080000.0,2930.449951,22461300.0,6392.129883,114200.0,8752.30957,1614.8,140.0,81.8,37332.0
2012-06-21,4094470000.0,1325.51001,1822200000.0,2859.090088,30737700.0,6343.129883,132600.0,8824.070312,1564.5,29.0,78.2,369613.0
2012-06-22,5271490000.0,1335.02002,3544010000.0,2892.419922,25903100.0,6263.25,113200.0,8798.349609,1566.0,16.0,79.76,280282.0
2012-06-25,3501820000.0,1313.719971,1514430000.0,2836.159912,25886800.0,6132.390137,92800.0,8734.620117,1587.5,32.0,79.21,239967.0
2012-06-26,3412940000.0,1319.98999,1623160000.0,2854.060059,25550800.0,6136.689941,127600.0,8663.990234,1574.0,104.0,79.36,243340.0
2012-06-27,3286910000.0,1331.849976,1668580000.0,2875.320068,25213500.0,6228.990234,106000.0,8730.490234,1577.5,46.0,80.21,243367.0
2012-06-28,3969370000.0,1329.040039,1795850000.0,2849.48999,29941300.0,6149.910156,118600.0,8874.110352,1550.4,140608.0,77.69,300251.0
2012-06-29,4590480000.0,1362.160034,2021190000.0,2935.050049,39749700.0,6416.279785,143800.0,9006.780273,1604.2,192699.0,84.96,421800.0
2012-07-02,3301650000.0,1365.51001,1845240000.0,2951.22998,29097100.0,6496.080078,99800.0,9003.480469,1597.7,99658.0,83.75,283985.0
2012-07-03,2116390000.0,1374.02002,1009330000.0,2976.080078,28768600.0,6578.209961,121000.0,9066.589844,1621.8,112503.0,87.66,324473.0
2012-07-05,3041520000.0,1367.579956,1423990000.0,2976.120117,36858200.0,6535.560059,97000.0,9079.799805,1609.4,172920.0,87.22,355908.0
2012-07-06,2745140000.0,1354.680054,1437420000.0,2937.330078,27674400.0,6410.109863,108200.0,9020.75,1578.9,162230.0,84.45,281195.0
2012-07-09,2904860000.0,1352.459961,1455500000.0,2931.77002,23483900.0,6387.569824,92000.0,8896.879883,1589.1,98252.0,85.99,235587.0
2012-07-10,3470600000.0,1341.469971,1725730000.0,2902.330078,27864900.0,6438.330078,108400.0,8857.730469,1579.8,151487.0,83.91,270338.0
2012-07-11,3426290000.0,1341.449951,1635120000.0,2887.97998,23031900.0,6453.850098,98000.0,8851.0,1575.7,140736.0,85.81,288001.0
2012-07-12,3654440000.0,1334.76001,1719460000.0,2866.189941,33641700.0,6419.350098,141800.0,8720.009766,1565.3,171441.0,86.08,227843.0
2012-07-13,3212930000.0,1356.780029,1373620000.0,2908.469971,28655600.0,6557.100098,122800.0,8724.120117,1592.0,130366.0,87.1,236688.0
2012-07-16,2862720000.0,1353.640015,1414470000.0,2896.939941,20388100.0,6565.720215,,,1591.6,101958.0,88.43,214058.0
2012-07-17,3566680000.0,1363.670044,1774160000.0,2910.040039,22448800.0,6577.640137,112000.0,8755.0,1589.5,141967.0,89.22,249411.0
2012-07-18,3642630000.0,1372.780029,1817040000.0,2942.600098,24546900.0,6684.419922,119000.0,8726.740234,1570.8,133446.0,89.87,186751.0
